Country,IMF,World Bank,CIA,,log GDP/p,latitude,ancestry,gap,afg,alb,dza,ago,arg,arm,aus,aut,aze,bhr,bgd,blr,bel,blz,ben,btn,bol,bih,bwa,bra,bgr,bfa,bdi,khm,cmr,can,cpv,caf,tcd,chl,chn,col,com,zar,cog,cil,cri,civ,hrv,cub,cyp,cze,dnk,dom,tmp,ecu,egy,slv,gnq,eri,est,eth,fji,fin,fra,gab,gmb,geo,deu,gha,grc,gtm,gin,gnb,guy,hti,hnd,hkg,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mli,mlt,mrt,mus,mex,mda,mng,mar,moz,mmr,nam,npl,nld,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,rom,rus,rwa,vct,wsm,stp,sau,sen,yug,sle,sgp,svk,svn,som,zaf,esp,lka,sdn,swz,swe,che,syr,oan,tjk,tza,tha,tgo,ton,tto,tun,tur,tkm,uga,ukr,are,gbr,usa,ury,uzb,ven,vnm,yem,zmb,zwe
Chile,"31,005","33,285","25,400",,10.41286212,35.675147,38.40513124,2.729984243,0,0,0,0.00382134,0,0,0,0,0,0,0,0,0,0,0.00069041,0,0,0,0,0,0,0,0,0,0.00031668,0,0,0,0,0.373,0,0,0,0.00083073,0.00116302,0,0,0.00006636,0,0,0,0,0,0,0,0,0,0,0.00006552,0,0,0,0,0,0.01085,0.00104912,0.00004676,0,0.01255,0.0029666,0,0,0.00014651,0.00007014,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015484,0,0.0001275,0,0,0.0001335,0,0,0,0,0,0,0,0,0,0,0.00021277,0,0,0,0,0,0,0,0.0013139,0,0,0,0,0,0,0,0,0,0.000255,0.000555,0,0,0.0005525,0.0002125,0,0,0,0.0001638,0,0.0001169,0,0.00030429,0,0,0,0,0,0.54522002,0,0,0,0,0,0,0,0,0.00007092,0,0.00029589,0,0,0,0.001105,0,0,0.0002125,0,0.01,0,0,0,0,0,0,0,0
China,"25,015","24,558","17,600",,10.10879295,35.86166,35.86166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,"19,770","21,548","14,600",,9.978038284,4.570868,21.49042503,16.91955703,0,0,0,0.04722078,0,0,0,0,0,0,0,0,0,0,0.00853149,0,0,0,0,0,0,0,0,0,0.00391326,0,0,0,0,0,0,0.37099999,0,0.01026539,0.01437154,0,0,0.00082002,0,0,0,0,0,0,0,0,0,0,0.00080964,0,0,0,0,0,0,0.01296419,0.00057782,0,0,0.0366587,0,0,0.00181044,0.00086673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191338,0,0,0,0,0.00164973,0,0,0,0,0,0,0,0,0,0,0.00262925,0,0,0,0,0,0,0,0.01623605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020241,0,0.00144455,0,0.00376016,0,0,0,0,0,0.45599997,0,0,0,0,0,0,0,0,0.00087642,0,0.00365635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,"4,740","6,933","3,200",,8.844047899,0.228021,0.228021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,"28,558","27,953","21,200",,10.23827981,9.748917,28.36205085,18.61313385,0,0,0,0.01293621,0,0,0,0,0,0,0,0,0,0,0.00556652,0,0,0,0,0,0,0,0,0,0.00670522,0,0,0,0,0,0.01,0,0,0.00281222,0.00393711,0,0.29700002,0.00116275,0,0,0,0,0,0,0,0,0,0,0.00138729,0,0,0,0,0,0,0.00743651,0.00086783,0,0,0.0134541,0,0,0.00130309,0.00130175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271309,0,0,0,0,0.00060731,0,0,0,0,0,0,0,0,0,0,0.00096789,0,0,0,0,0,0,0,0.01488861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346822,0,0.00216959,0,0.00270641,0,0,0,0,0,0.60390002,0,0,0,0,0,0,0,0,0.00032263,0,0.00238565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,"45,702","45,910","31,600",,10.73443824,45.1,44.8215984,-0.2784016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1728,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7358,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.061,0,0,0.0006,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,"12,300",,,,9.417354541,21.521757,28.9153518,7.393594799,0,0,0,0.04863781,0,0,0,0,0,0,0,0,0,0,0.02092912,0,0,0,0,0,0,0,0,0,0.02521043,0,0,0,0,0,0.01,0,0,0.01057344,0.01480281,0,0,0.00437175,0,0.025,0,0,0,0,0,0,0,0,0.00521595,0,0,0,0,0,0,0.02795994,0.0032629,0,0,0.050585,0,0,0.00489938,0.00489435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01020075,0,0,0,0,0.00228336,0,0,0,0,0,0,0,0,0,0,0.00363911,0,0,0,0,0,0,0,0.0559785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01303987,0,0.00815725,0,0.01017562,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0.00121303,0,0.00896963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,"58,733","57,101","41,700",,10.95257691,35.126413,36.09378795,0.96737495,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.01,0,0,0,0,0,0,0,0
Czech Republic,"50,475","53,817","40,700",,10.89334468,49.817492,49.816539,-0.000953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,"77,641","76,688","58,000",,11.24750052,56.26392,56.01480144,-0.24911856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,"27,120","25,611","18,600",,10.15077723,18.735693,25.06425231,6.328559315,0,0,0,0.06446325,0,0,0,0,0,0,0,0,0,0,0.0277389,0,0,0,0,0,0,0,0,0,0.03341322,0,0,0,0,0,0,0,0,0.01401375,0.01961925,0,0,0.0057942,0,0,0,0,0,0.036,0,0,0,0,0.00691308,0,0,0,0,0,0,0.03705735,0.00432456,0,0,0.067044,0,0,0.0064935,0.00648684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135198,0,0,0,0,0.0030263,0,0,0,0,0,0,0,0,0,0,0.00482317,0,0,0,0,0,0,0,0.0741924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172827,0,0.0108114,0,0.0134865,0,0,0,0,0,0.51999998,0,0,0,0,0,0,0,0,0.00160772,0,0.0118881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR Congo,"1,552","1,671","1,100",,7.421177529,4.038333,4.607638937,0.569305937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.011,0.012,0,0,0,0,0.9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Timor,"3,767","5,109","5,000",,8.538758969,8.874217,8.685756535,-0.188460465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,"14,485","15,870","10,700",,9.672185814,1.831239,14.59801245,12.76677345,0,0,0,0.01902828,0,0,0,0,0,0,0,0,0,0,0.00343789,0,0,0,0,0,0,0,0,0,0.0015769,0,0,0,0,0,0,0,0,0.00413658,0.00579122,0,0,0.00033044,0,0,0,0,0,0,0,0.61052549,0,0,0.00032626,0,0,0,0,0,0,0.0052241,0.00023284,0,0,0.01477214,0,0,0.00072954,0.00034926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077102,0,0,0,0,0.00066478,0,0,0,0,0,0,0,0,0,0,0.0010595,0,0,0,0,0,0,0,0.00654254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081564,0,0.0005821,0,0.00151521,0,0,0,0,0,0.31976172,0,0,0,0,0,0,0,0,0.00035316,0,0.00147338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,"17,614","18,817","11,600",,9.842515996,26.820553,26.0528743,-0.7676787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,"12,561","12,542","9,100",,9.436838291,13.794185,27.12893,13.334745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,"18,378","18,724","14,600",,9.837561402,1.650801,8.826428971,7.175627971,0,0,0,0.0263406,0,0,0,0,0,0,0,0,0,0,0.0006356,0,0,0,0,0,0,0,0,0,0.8002146,0,0,0,0,0,0,0,0,0.003661,0.0051254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930444,0,0,0,0,0,0,0.003809,0.00006,0,0,0.00082,0,0,0.0000364,0.00009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221568,0,0,0,0,0,0,0,0,0,0,0.00353124,0,0,0,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0.000111,0,0.00015,0,0.0000756,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0.00117708,0,0.0002724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,"1,832","1,629","1,600",,7.395721609,15.179384,15.77380533,0.594421325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"45,122","48,992","38,700",,10.7994123,58.595272,59.0613529,0.4660809,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
Eswatini,"12,637","11,741","8,900",,9.370842269,26.522503,19.8728785,-6.649624498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9415,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925,0,0,0,0,0,0,0,0
Ethiopia,"4,019","3,109","2,300",,8.04205641,9.145,9.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,"60,851","65,061","48,800",,11.08308057,61.92411,61.92411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,"60,339","61,157","45,000",,11.02119961,46.227638,44.83276495,-1.39487305,0,0,0.03,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.003,0,0,0,0,0,0,0,0,0,0.01,0,0,0
Gabon,"19,452","21,947","13,800",,9.996385735,0.803689,3.278728597,2.475039597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,"2,993","3,163","2,100",,8.059276223,13.443182,13.57295895,0.12977695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,"25,248","24,681","15,500",,10.113789,42.315407,42.4418145,0.1264075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Germany,"67,245","69,338","53,100",,11.14674838,51.165691,50.67559876,-0.49009224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,"7,156","7,466","5,400",,8.918114659,7.946527,7.986468022,0.039941022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,"41,188","41,187","29,500",,10.62587795,39.074208,39.07421,2E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,"11,006","14,067","8,900",,9.551586908,15.783471,20.83918331,5.055712314,0,0,0,0.00800622,0,0,0,0,0,0,0,0,0,0,0.00237706,0,0,0,0,0,0,0,0,0,0.00228674,0,0,0,0,0,0,0,0,0.00174048,0.00243668,0,0,0.00040936,0,0,0,0,0,0,0,0,0,0,0.00047312,0,0,0,0,0,0,0.00331755,0.00030243,0,0,0.00719846,0,0.72900003,0.00053954,0.00045364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095517,0,0,0,0,0.00032448,0,0,0,0,0,0,0,0,0,0,0.00051714,0,0,0,0,0,0,0,0.00576139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0011828,0,0.00075607,0,0.00112057,0,0,0,0,0,0.21965,0,0,0,0,0,0,0,0,0.00017238,0,0.00101874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,"3,366","4,429","2,600",,8.395929104,9.945587,12.54727659,2.601689592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,"3,239","2,630","1,800",,7.874739125,11.803749,12.74907076,0.945321757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167,0,0,0,0,0,0,0.96167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.00166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
