Country,IMF,World Bank,CIA,,log GDP/p,latitude,ancestry,gap,afg,alb,dza,ago,arg,arm,aus,aut,aze,bhr,bgd,blr,bel,blz,ben,btn,bol,bih,bwa,bra,bgr,bfa,bdi,khm,cmr,can,cpv,caf,tcd,chl,chn,col,com,zar,cog,cil,cri,civ,hrv,cub,cyp,cze,dnk,dom,tmp,ecu,egy,slv,gnq,eri,est,eth,fji,fin,fra,gab,gmb,geo,deu,gha,grc,gtm,gin,gnb,guy,hti,hnd,hkg,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mli,mlt,mrt,mus,mex,mda,mng,mar,moz,mmr,nam,npl,nld,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,rom,rus,rwa,vct,wsm,stp,sau,sen,yug,sle,sgp,svk,svn,som,zaf,esp,lka,sdn,swz,swe,che,syr,oan,tjk,tza,tha,tgo,ton,tto,tun,tur,tkm,uga,ukr,are,gbr,usa,ury,uzb,ven,vnm,yem,zmb,zwe
Morocco,"10,947","9,743","8,100",,9.184304357,31.791702,32.3376403,0.5459383,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.006,0,0,0,0,0.903,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,"1,649","1,657","1,200",,7.412764017,18.665695,18.6657,5E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,"5,203","5,905","4,400",,8.683554729,21.913965,22.33839585,0.42443085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,"12,008","12,757","9,100",,9.45383542,22.95764,20.83932134,-2.118318656,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4195,0,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122,0,0,0,0,0,0,0.259,0
Nepal,"5,032","5,182","3,800",,8.552946361,28.394857,28.39416,-0.000697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,"74,158","78,215","56,600",,11.26721672,52.132633,50.99568198,-1.13695102,0,0,0,0.00108891,0,0,0,0,0,0,0,0,0,0,0.00046856,0,0,0,0,0,0,0,0,0,0.00056441,0,0,0,0,0,0.005,0,0,0.00023672,0.00033141,0,0,0.00009787,0,0,0,0,0,0,0,0,0,0,0.00011678,0,0,0,0,0,0,0.00062597,0.00007305,0,0,0.0011325,0,0,0.00010969,0.00010957,0,0,0,0,0,0,0.0065,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022838,0,0,0,0,0.00005112,0,0,0,0,0,0,0,0,0,0.005,0.00008147,0,0,0,0.9595,0,0,0,0.00125325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029194,0,0.00018263,0,0.00022781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002716,0,0.00020081,0,0,0.005,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,"53,797","54,110","42,900",,10.89877429,40.900557,50.45002262,9.549465615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.118,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.093,0,0,0,0.005,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0.675,0,0,0,0,0,0,0,0
Nicaragua,"8,137","8,044","5,600",,8.992681751,12.865416,26.76970543,13.90428943,0,0,0,0.0188163,0,0,0,0,0,0,0,0,0,0,0.0050305,0,0,0,0,0,0,0,0,0,0.0044044,0,0,0,0,0,0,0,0,0.0040905,0.0057267,0,0,0.0008005,0,0,0,0,0,0,0,0,0,0,0.0009112,0,0,0,0,0,0,0.007128,0.0005886,0,0,0.0163305,0,0,0.0011291,0.0008829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018679,0,0,0,0,0.0007358,0,0,0,0,0,0,0,0,0,0,0.0011727,0,0,0,0,0,0.40000001,0,0.0117428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022781,0,0.0014715,0,0.002345,0,0,0,0,0,0.49000001,0,0,0,0,0,0,0,0,0.0003909,0,0.002156,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
Niger,"1,675","1,817","1,200",,7.504942068,17.607789,17.76180147,0.15401247,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0.01,0,0,0,0,0.006,0,0,0,0,0,0,0,0.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,"6,340","6,318","4,900",,8.751157981,9.081999,9.950263445,0.868264445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,"22,249","24,873","16,500",,10.12153816,41.608635,41.71000159,0.101366588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141,0,0,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0,0.0214,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,"82,832","104,460","65,700",,11.5565595,60.472024,60.47202,-4E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,"39,859","44,421","34,300",,10.70146761,21.512583,22.61609633,1.103513333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08725,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7259,0.075,0,0,0,0,0.00235,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,"6,955","6,212","5,200",,8.734238184,30.375321,29.6284266,-0.7468944,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestine,"6,057","5,888","5,600",,8.68067166,31.952162,35.26597309,3.313811092,0,0,0.0071334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008397,0,0,0,0,0.0098226,0,0,0.0284796,0,0,0,0.0854604,0,0,0,0,0,0,0,0,0,0,0,0.0072252,0,0.022842,0.0286794,0,0.46,0.0455706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099576,0.0042714,0,0,0,0,0,0,0,0,0,0,0,0,0.0569322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085428,0.0203796,0,0,0.0185112,0.0071226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071334,0.0485784,0,0,0.0071226,0,0,0,0,0,0,0,0.0263142,0,0
Panama,"44,797","39,695","29,000",,10.58898051,8.537981,24.41097561,15.87299461,0,0,0,0.0271791,0,0,0,0,0,0,0.002,0,0,0,0.0072663,0,0,0,0,0,0,0,0,0,0.0063619,0,0,0,0,0,0.015,0,0,0.0059085,0.0082719,0,0,0.0011564,0,0,0,0,0,0,0,0,0,0,0.0013162,0,0,0,0,0,0.013,0.010296,0.0008502,0,0.012,0.0235885,0,0,0.0016309,0.0012753,0,0,0,0,0,0,0.0372,0,0,0,0.008,0.002,0.009,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.0026981,0,0,0,0,0.0010629,0,0,0,0,0,0,0,0,0,0,0.001694,0,0,0,0.001,0,0,0,0.0169617,0,0,0,0.0008,0.35699999,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0032906,0,0.0021255,0,0.0033871,0,0,0,0,0,0.39700001,0,0,0,0,0,0.002,0,0,0.0005647,0,0.0031141,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
Papua New Guinea,"3,534","4,607","3,700",,8.435332165,6.314993,6.314993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,"16,291","17,466","13,700",,9.768011413,23.442503,32.77635574,9.333852741,0,0,0,0.00272953,0,0,0,0,0,0,0,0,0,0,0.00049315,0,0,0,0,0.003,0,0,0,0,0.0002262,0,0,0,0,0,0,0,0,0.00059338,0.00083073,0,0,0.0000474,0,0,0,0,0,0,0,0,0,0,0.0000468,0,0,0,0,0,0,0.00074937,0.0000334,0,0.044,0.002119,0,0,0.00010465,0.0000501,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001106,0,0,0,0,0.00009536,0,0,0,0,0,0,0,0,0,0,0.00015198,0,0,0,0,0,0,0,0.0009385,0,0,0,0,0,0,0.45849997,0,0,0,0.004,0,0,0,0,0,0,0,0.000117,0,0.0000835,0,0.00021735,0,0,0,0,0,0.46849999,0,0,0,0,0,0,0,0,0.00005066,0,0.00021135,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0
Peru,"16,631","16,717","12,500",,9.724181445,9.189967,18.41524077,9.225273768,0,0,0,0.01560606,0,0,0,0,0,0,0,0,0,0,0.00281958,0,0,0,0,0,0,0,0,0,0.0012933,0,0,0,0,0,0.01,0,0,0.00339262,0.00474967,0,0,0.00027101,0,0,0,0,0,0,0,0,0,0,0.00026758,0,0,0,0,0,0,0.00428455,0.00019097,0,0,0.01211538,0,0,0.00059834,0.00028645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.00063236,0,0,0,0,0.00054522,0,0,0,0,0,0,0,0,0,0,0.00086895,0,0,0,0,0,0,0,0.00536587,0,0,0,0,0,0,0,0.64239997,0,0,0,0,0,0,0,0,0,0,0.00066895,0,0.00047741,0,0.0012427,0,0,0,0,0,0.28042501,0,0,0,0,0,0,0,0,0.00028965,0,0.00120839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,"12,192","10,756","8,100",,9.283219017,12.879721,12.87972,-1E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,"49,060","49,464","34,900",,10.80900041,51.919438,51.89420245,-0.02523555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
Portugal,"47,070","48,759","33,700",,10.79464507,39.399872,39.21272372,-0.187148283,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0006,0.001,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0.0003,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0,0,0.001,0,0,0,0,0,0,0,0.0003,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,"43,219","47,700","32,600",,10.77268668,18.220833,31.54264439,13.32181139,0,0,0,0.02293962,0,0,0,0,0,0,0,0,0,0,0.00987105,0,0,0,0,0,0,0,0,0,0.01189029,0,0,0,0,0,0,0,0,0.00498688,0.00698163,0,0,0.0020619,0,0,0,0,0,0,0,0,0,0,0.00246006,0,0,0,0,0,0.00026,0.01318708,0.00153892,0,0.006214,0.023858,0,0,0.00231075,0.00230838,0,0,0,0,0,0,0,0,0,0,0.004382,0,0.002282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048111,0,0,0,0,0.00107693,0,0,0,0,0,0,0,0,0,0,0.00171635,0,0,0,0.000652,0,0,0,0.0264018,0,0.000681,0,0,0,0,0,0,0,0.001297,0,0.17900001,0,0,0.000363,0,0,0,0.00615015,0,0.0038473,0,0.00479925,0,0,0,0,0,0.64099997,0,0,0,0.000597,0,0,0,0,0.00057212,0,0.00423045,0,0,0,0,0,0,0,0,0.005272,0,0,0,0,0,0,0,0
Romania,"43,179","47,903","30,800",,10.77693341,45.943161,45.9070365,-0.036124504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978,0,0,0,0,0,0,0,0.0012,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,"38,292","44,104","27,500",,10.69430576,61.52401,61.00791911,-0.51609089,0,0,0,0,0,0.005,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0
Rwanda,"3,367","3,361","2,200",,8.119993828,1.940278,1.99758912,0.05731112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,"4,661","4,833","3,500",,8.483222672,14.497401,15.00667972,0.50927872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,"27,985","27,402","19,800",,10.21837128,44.016521,43.67247433,-0.344046673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0,0,0,0,0,0,0.8558,0,0,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,"2,189","1,847","1,600",,7.52131798,8.460555,5.280999672,-3.179555328,0,0,0,0.01568844,0,0,0,0,0,0,0,0,0,0,0.00382568,0,0,0,0,0,0,0,0,0,0.00678578,0,0,0,0,0,0,0,0,0.00341053,0.00477474,0,0,0.0017892,0,0,0,0,0,0,0,0,0,0,0.00140395,0,0,0,0,0,0,0.00809038,0.00274995,0,0,0.01423275,0,0,0.00249283,0.00412492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1541748,0,0,0,0,0.00056616,0,0,0,0,0,0,0,0,0,0,0.00090232,0,0,0,0,0,0,0,0.01248503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350989,0,0.00687487,0,0.75017742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030077,0,0.00163958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,"133,737","141,500","106,000",,11.860055,1.352083,29.89421354,28.54213054,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0
Slovakia,"44,081","44,650","31,900",,10.70660959,48.669026,48.44755526,-0.221470741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0.0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0.0008,0,0,0.8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0
